"Name","Nationality","Team","Position","Age","Age Ranking","Appearences","Appearences Ranking","Lineups","Lineups Ranking","Minutes","Minutes Ranking","Shots Total","Shots Total Ranking","Shots on Target","Shots on Target Ranking","Goals","Goals Ranking","Assists","Assists Ranking","Passes Total","Passes Total Ranking","Key Passes","Key Passes Ranking","Tackles","Tackles Ranking","Blocks","Blocks Ranking","Interceptions","Interceptions Ranking","Duels Total","Duels Total Ranking","Duels Won","Duels Won Ranking","Attempted Dribbles","Attempted Dribbles Ranking","Successful Dribbles","Successful Dribbles Ranking","Fouls Drawn","Fouls Drawn Ranking","Yellow Cards","Yellow Cards Ranking","Second Yellow Cards","Second Yellow Cards Ranking","Red Cards","Red Cards Ranking","Penalties Scored","Penalties Scored Ranking","Penalties Missed","Penalties Missed Ranking","Participations in Goals","Participations in Goals Ranking","Minutes per Goal","Minutes per Goal Ranking","Minutes per Participation","Minutes per Participation Ranking","Minutes per Assists","Minutes per Assists Ranking","Penalty Conversion","Penalty Conversion Ranking","On Target Conversion per Total Shots","On Target Conversion per Total Shots Ranking","Shots per Goal","Shots per Goal Ranking","Goal Conversion per Total Shots","Goal Conversion per Total Shots Ranking","Goal Conversion per Shots on Target","Goal Conversion per Shots on Target Ranking","Pencertage of Key Passes per Total Passes","Pencertage of Key Passes per Total Passes Ranking","Key Passes per Assist","Key Passes per Assist Ranking","Total Passes per Assist","Total Passes per Assist Ranking","Percentage of Successful Dribbles","Percentage of Successful Dribbles Ranking","Percentage of Duels Won","Percentage of Duels Won Ranking","Minutes per Yellow Card","Minutes per Yellow Card Ranking","Minutes per Red Card","Minutes per Red Card Ranking"
"Thaciano","Brazil","Bahia","Midfielder",29,318,11,446,10,322,712,384,10,247,4,226,2,114,1,140,166,452,7,292,9,357,3,194,12,226,66,401,28,417,8,350,6,306,5,425,2,279,0,27,0,49,0,47,0,21,3,140,356,199,237.33333333333334,268,712,141,,58,40,285,5,204,20,70,50,48,4.216867469879518,170,7,166,166,197,75,136,42.42424242424242,530,356,274,,74
"Thiago Maia","Brazil","Flamengo","Midfielder",27,410,23,214,12,280,1165,274,13,195,5,192,1,172,0,273,807,150,10,241,34,99,4,158,24,106,162,214,73,235,30,141,19,126,10,319,1,393,0,27,0,49,0,47,0,21,1,259,1165,55,1165,46,,273,,58,38.46153846153847,313,13,43,7.6923076923076925,237,20,222,1.2391573729863694,432,,273,,273,63.33333333333333,289,45.06172839506173,466,1165,30,,74
"Wesley","Brazil","Palmeiras","Attacker",25,526,23,214,15,242,1067,294,22,94,12,66,4,46,2,73,287,366,21,114,18,241,0,414,3,423,210,130,94,181,53,55,34,51,32,105,4,128,0,27,1,3,0,47,0,21,6,55,266.75,227,177.83333333333334,308,533.5,180,,58,54.54545454545454,119,5.5,193,18.181818181818183,92,33.33333333333333,124,7.317073170731707,39,10.5,114,143.5,212,64.15094339622641,274,44.761904761904766,474,266.75,354,1067,47
"Ferreira","Brazil","Gremio","Attacker",27,410,29,120,24,102,2139,102,59,9,26,14,3,70,6,9,924,112,41,22,31,114,1,321,16,176,367,17,187,15,168,1,88,1,60,17,3,181,0,27,0,49,0,47,0,21,9,23,713,122,237.66666666666666,267,356.5,221,,58,44.06779661016949,254,19.666666666666668,17,5.084745762711865,272,11.538461538461538,275,4.437229437229438,147,6.833333333333333,175,154,203,52.38095238095239,415,50.95367847411444,314,713,83,,74
"Adriel","Brazil","Gremio","Goalkeeper",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Luciano Juba","Brazil","Sport Recife","Attacker",25,526,14,386,5,439,592,416,6,330,2,314,1,172,1,140,196,423,16,164,8,373,0,414,7,319,60,414,26,424,14,253,7,277,7,378,2,279,0,27,0,49,0,47,0,21,2,194,592,146,296,231,592,164,,58,33.33333333333333,355,6,173,16.666666666666664,105,50,48,8.16326530612245,33,16,49,196,180,50,426,43.333333333333336,500,296,328,,74
"Victor Gabriel","Brazil","Sport Recife","Defender",20,877,1,660,1,573,46,646,0,564,0,491,0,289,0,273,15,643,1,500,2,532,0,414,0,569,6,627,2,635,1,541,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,6.666666666666667,59,,273,,273,0,580,33.33333333333333,632,46,506,,74
"Biel","Brazil","Fluminense","Attacker",23,686,15,365,11,292,1001,315,13,195,4,226,1,172,0,273,267,378,8,274,15,272,2,250,9,282,128,263,52,293,34,122,13,184,24,160,2,279,0,27,0,49,0,47,0,21,1,259,1001,77,1001,70,,273,,58,30.76923076923077,389,13,43,7.6923076923076925,237,25,173,2.9962546816479403,266,,273,,273,38.23529411764706,530,40.625,554,500.5,166,,74
"Anthoni","Brazil","Internacional","Goalkeeper",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Rafinha","Brazil","Gremio","Defender",39,9,30,98,27,74,2284,84,3,421,2,314,0,289,7,4,1319,34,38,28,50,37,6,106,43,30,207,135,104,148,10,320,5,340,38,79,9,9,1,3,0,49,0,47,0,21,7,39,,289,326.2857142857143,216,326.2857142857143,232,,58,66.66666666666666,48,,289,0,289,0,289,2.8809704321455647,276,5.428571428571429,206,188.42857142857142,185,50,426,50.24154589371981,324,228.4,398,2284,14
"R. Arboleda","Ecuador","Sao Paulo","Defender",33,160,17,323,17,216,1530,216,10,247,3,271,1,172,0,273,897,123,3,414,24,181,14,31,25,97,165,208,104,148,2,496,1,506,17,221,3,181,0,27,0,49,0,47,0,21,1,259,1530,39,1530,28,,273,,58,30,392,10,81,10,197,33.33333333333333,124,0.33444816053511706,532,,273,,273,50,426,63.030303030303024,78,510,158,,74
"G. de Arrascaeta","Uruguay","Flamengo","Midfielder",30,275,14,386,11,292,926,328,21,102,12,66,1,172,6,9,635,192,27,73,20,211,1,321,2,466,163,212,98,163,50,66,40,32,32,105,3,181,0,27,0,49,0,47,0,21,7,39,926,83,132.28571428571428,342,154.33333333333334,264,,58,57.14285714285714,102,21,12,4.761904761904762,275,8.333333333333332,282,4.251968503937007,168,4.5,223,105.83333333333333,235,80,110,60.122699386503065,114,308.6666666666667,317,,74
"Sabino","Brazil","Sport Recife","Defender",28,355,36,10,36,7,3196,9,25,73,5,192,0,289,0,273,1690,8,12,213,32,108,28,8,41,37,203,142,117,107,17,228,12,195,14,260,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,20,454,,289,0,289,0,289,0.7100591715976331,483,,273,,273,70.58823529411765,187,57.635467980295566,143,799,69,,74
"Igor Vinícius","Brazil","Sao Paulo","Defender",27,410,22,228,18,202,1678,193,9,266,4,226,0,289,0,273,853,138,16,164,38,80,2,250,38,45,203,142,101,154,38,103,19,126,25,151,6,53,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,44.44444444444444,243,,289,0,289,0,289,1.875732708089097,361,,273,,273,50,426,49.75369458128079,354,279.6666666666667,344,,74
"Rodrigo Nestor","Brazil","Sao Paulo","Midfielder",24,608,30,98,24,102,1934,137,14,179,7,139,0,289,4,25,1126,60,21,114,43,62,2,250,24,106,219,117,98,163,47,72,25,83,17,221,3,181,0,27,1,3,0,47,0,21,4,108,,289,483.5,147,483.5,187,,58,50,150,,289,0,289,0,289,1.8650088809946712,364,5.25,209,281.5,136,53.191489361702125,407,44.74885844748858,475,644.6666666666666,99,1934,22
"Liziero","Brazil","Sao Paulo","Midfielder",26,473,29,120,23,121,2058,116,10,247,5,192,1,172,1,140,1315,36,13,195,53,31,3,194,31,71,257,77,119,99,39,95,25,83,23,171,6,53,0,27,0,49,0,47,0,21,2,194,2058,20,1029,60,2058,28,,58,50,150,10,81,10,197,20,222,0.988593155893536,459,13,77,1315,12,64.1025641025641,275,46.30350194552529,433,343,284,,74
"Rafael","Brazil","Atletico-MG","Goalkeeper",35,103,1,660,1,573,90,621,0,564,0,491,0,289,0,273,20,633,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"Gabriel Barbosa","Brazil","Flamengo","Attacker",28,355,18,309,18,202,1491,219,57,10,33,3,12,5,5,11,486,253,20,123,3,493,0,414,0,569,72,378,28,417,24,175,8,259,14,260,5,92,1,3,0,49,3,4,1,4,17,5,124.25,279,87.70588235294117,363,298.2,238,75,39,57.89473684210527,99,4.75,223,21.052631578947366,65,36.36363636363637,119,4.11522633744856,176,4,228,97.2,238,33.33333333333333,540,38.88888888888889,580,248.5,379,1491,31
"Bruno Henrique","Brazil","Flamengo","Attacker",34,131,24,191,21,153,1904,140,45,19,30,7,11,9,5,11,549,230,32,49,18,241,1,321,11,243,330,28,165,27,82,21,45,25,58,21,7,24,0,27,0,49,0,47,0,21,16,9,173.0909090909091,268,119,352,380.8,218,,58,66.66666666666666,48,4.090909090909091,236,24.444444444444443,53,36.666666666666664,118,5.828779599271402,88,6.4,182,109.8,232,54.87804878048781,383,50,326,272,348,,74
"Allan","Brazil","Atletico-MG","Midfielder",27,410,32,61,31,41,2694,43,22,94,10,97,0,289,0,273,2013,4,11,227,42,64,5,127,41,37,231,102,115,114,27,157,22,108,35,93,6,53,1,3,0,49,0,47,0,21,0,373,,289,,373,,273,,58,45.45454545454545,236,,289,0,289,0,289,0.546448087431694,509,,273,,273,81.48148148148148,108,49.78354978354979,353,384.85714285714283,243,2694,5
"Pedro","Brazil","Flamengo","Attacker",27,410,24,191,15,242,1410,236,39,32,23,16,7,18,5,11,276,374,24,95,17,249,4,158,6,345,178,179,69,249,35,118,15,164,21,185,3,181,0,27,0,49,0,47,0,21,12,15,201.42857142857142,255,117.5,353,282,241,,58,58.97435897435898,94,5.571428571428571,192,17.94871794871795,97,30.434782608695656,161,8.695652173913043,26,4.8,221,55.2,262,42.857142857142854,505,38.764044943820224,583,470,185,,74
"Michael","Brazil","Flamengo","Midfielder",28,355,35,17,23,121,2199,95,57,10,28,9,14,3,4,25,696,176,38,28,30,122,3,194,20,136,330,28,148,50,137,4,76,4,35,93,0,515,0,27,0,49,0,47,0,21,18,3,157.07142857142858,271,122.16666666666667,351,549.75,177,,58,49.122807017543856,207,4.071428571428571,237,24.561403508771928,52,50,48,5.459770114942529,101,9.5,130,174,194,55.47445255474452,380,44.84848484848485,472,,515,,74
"Alisson","Brazil","Gremio","Midfielder",31,232,29,120,22,137,1884,147,45,19,19,26,3,70,1,140,830,146,34,40,19,227,3,194,14,203,259,75,108,132,40,89,18,137,48,36,1,393,0,27,0,49,0,47,0,21,4,108,628,139,471,154,1884,38,,58,42.22222222222222,271,15,29,6.666666666666667,254,15.789473684210526,260,4.096385542168675,179,34,6,830,39,45,495,41.6988416988417,542,1884,10,,74
"Gerson","Brazil","Flamengo","Midfielder",27,410,4,578,4,458,360,497,4,387,2,314,0,289,0,273,223,403,5,340,12,307,2,250,3,423,57,421,33,385,8,350,3,406,15,246,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,2.242152466367713,336,,273,,273,37.5,531,57.89473684210527,138,,515,,74
"Jandrei","Brazil","Santos","Goalkeeper",31,232,1,660,1,573,90,621,0,564,0,491,0,289,0,273,22,631,0,565,0,613,0,414,0,569,3,657,2,635,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,66.66666666666666,51,,515,,74
"J. Calleri","Argentina","Sao Paulo","Attacker",31,232,16,335,11,292,870,343,24,80,11,84,5,32,0,273,181,440,13,195,6,418,0,414,1,510,156,226,68,252,16,235,11,209,19,201,2,279,0,27,1,3,1,22,0,21,5,70,174,267,174,311,,273,100,1,45.83333333333333,232,4.8,221,20.833333333333336,67,45.45454545454545,85,7.18232044198895,44,,273,,273,68.75,201,43.58974358974359,495,435,207,870,51
"Welington","Brazil","Sao Paulo","Defender",23,686,16,335,11,292,1041,300,4,387,1,391,0,289,0,273,399,300,6,313,19,227,3,194,7,319,130,261,72,238,33,128,24,93,20,195,6,53,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,25,418,,289,0,289,0,289,1.5037593984962405,404,,273,,273,72.72727272727273,165,55.38461538461539,194,173.5,445,,74
"Patryck","Brazil","Sao Paulo","Defender",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Pablo Maia","Brazil","Sao Paulo","Midfielder",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"David Luiz","Brazil","Flamengo","Defender",37,44,7,516,7,386,518,437,4,387,0,491,0,289,0,273,290,364,4,373,4,461,7,86,10,265,34,489,19,469,3,467,2,445,6,397,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.3793103448275863,417,,273,,273,66.66666666666666,213,55.88235294117647,180,,515,,74
"Mauricio Kozlinski","Brazil","Atletico Goianiense","Goalkeeper",33,160,1,660,1,573,90,621,0,564,0,491,0,289,0,273,22,631,0,565,0,613,0,414,0,569,1,684,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,,515,,74
"Léo Ortiz","Brazil","RB Bragantino","Defender",28,355,24,191,23,121,2066,115,6,330,1,391,0,289,2,73,1241,43,13,195,21,206,19,20,54,11,132,258,80,214,16,235,14,175,12,286,7,24,0,27,0,49,0,47,0,21,2,194,,289,1033,58,1033,91,,58,16.666666666666664,470,,289,0,289,0,289,1.04754230459307,452,6.5,177,620.5,58,87.5,87,60.60606060606061,111,295.14285714285717,329,,74
"Renato Kayzer","Brazil","Atletico Paranaense","Attacker",28,355,28,132,14,255,1329,251,25,73,12,66,6,25,1,140,203,415,7,292,6,418,0,414,6,345,164,209,63,265,19,209,10,222,21,185,4,128,0,27,0,49,0,47,0,21,7,39,221.5,244,189.85714285714286,301,1329,69,,58,48,215,4.166666666666667,233,24,56,50,48,3.4482758620689653,241,7,166,203,170,52.63157894736842,412,38.41463414634146,589,332.25,299,,74
"Zé Welison","Brazil","Sport Recife","Midfielder",29,318,31,76,28,64,2459,64,31,51,12,66,2,114,1,140,1180,53,26,80,60,20,19,20,38,45,314,34,156,34,52,59,33,52,30,119,6,53,0,27,0,49,0,47,0,21,3,140,1229.5,49,819.6666666666666,91,2459,14,,58,38.70967741935484,312,15.5,28,6.451612903225806,261,16.666666666666664,245,2.2033898305084745,341,26,14,1180,16,63.46153846153846,287,49.681528662420384,355,409.8333333333333,222,,74
"Felipe Jonatan","Brazil","Santos","Defender",26,473,33,50,30,47,2566,54,20,112,5,192,0,289,0,273,1207,48,34,40,48,43,8,74,53,12,268,66,141,58,53,55,31,57,29,123,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,25,418,,289,0,289,0,289,2.8169014084507045,281,,273,,273,58.490566037735846,340,52.61194029850746,259,641.5,101,,74
"Fabrício Bruno","Brazil","RB Bragantino","Defender",28,355,33,50,30,47,2772,37,11,228,4,226,0,289,1,140,1645,11,10,241,28,139,23,15,35,55,190,164,125,87,7,373,4,366,35,93,5,92,0,27,0,49,0,47,0,21,1,259,,289,2772,8,2772,12,,58,36.36363636363637,333,,289,0,289,0,289,0.60790273556231,496,10,118,1645,4,57.14285714285714,351,65.78947368421053,65,554.4,138,,74
"Léo Pereira","Brazil","Flamengo","Defender",28,355,19,292,19,187,1662,195,10,247,8,122,0,289,0,273,1287,39,4,373,19,227,13,38,28,85,124,274,65,259,5,426,4,366,12,286,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,80,32,,289,0,289,0,289,0.3108003108003108,535,,273,,273,80,110,52.41935483870967,264,554,139,,74
"Bruno Pacheco","Brazil","Ceara","Defender",33,160,34,28,34,16,2926,28,5,358,2,314,0,289,1,140,1093,71,24,95,36,89,6,106,44,28,302,41,166,25,48,70,29,67,48,36,7,24,0,27,0,49,0,47,0,21,1,259,,289,2926,6,2926,10,,58,40,285,,289,0,289,0,289,2.1957913998170175,342,24,17,1093,21,60.416666666666664,321,54.966887417218544,205,418,215,,74
"Tinga","Brazil","Fortaleza EC","Defender",31,232,36,10,34,16,3098,12,15,166,5,192,1,172,2,73,1676,9,37,35,41,69,13,38,53,12,338,26,192,12,46,74,30,65,17,221,3,181,0,27,0,49,0,47,0,21,3,140,3098,2,1032.6666666666667,59,1549,54,,58,33.33333333333333,355,15,29,6.666666666666667,254,20,222,2.20763723150358,339,18.5,40,838,37,65.21739130434783,254,56.80473372781065,163,1032.6666666666667,40,,74
"Marinho","Brazil","Santos","Attacker",34,131,27,150,26,83,2227,91,57,10,25,15,6,25,1,140,564,223,29,60,37,87,1,321,8,298,443,5,218,5,92,15,38,39,117,1,9,9,0,27,0,49,2,12,2,1,7,39,371.1666666666667,194,318.14285714285717,220,2227,22,50,41,43.859649122807014,255,9.5,94,10.526315789473683,192,24,208,5.141843971631205,111,29,11,564,71,41.30434782608695,518,49.20993227990971,365,247.44444444444446,380,,74
"Yago Pikachu","Brazil","Fortaleza EC","Midfielder",32,192,34,28,33,28,2875,31,49,16,22,18,9,14,5,11,960,104,56,7,31,114,2,250,23,113,277,60,128,81,36,113,18,137,62,15,6,53,0,27,0,49,2,12,1,4,14,12,319.44444444444446,206,205.35714285714286,290,575,169,66.66666666666666,40,44.89795918367347,242,5.444444444444445,198,18.367346938775512,91,40.909090909090914,100,5.833333333333333,87,11.2,104,192,182,50,426,46.20938628158845,434,479.1666666666667,181,,74
"B. Kuščević","Chile","Palmeiras","Defender",28,355,11,446,11,292,909,332,7,304,2,314,0,289,1,140,460,267,1,500,15,272,9,60,16,176,74,374,39,352,1,541,1,506,3,490,2,279,0,27,1,3,0,47,0,21,1,259,,289,909,78,909,109,,58,28.57142857142857,396,,289,0,289,0,289,0.21739130434782608,552,1,265,460,94,100,1,52.702702702702695,254,454.5,191,909,50
"Titi","Brazil","Fortaleza EC","Defender",36,74,34,28,34,16,3005,25,14,179,5,192,2,114,1,140,1609,14,10,241,39,74,11,50,48,21,279,57,161,29,8,350,7,277,49,35,6,53,0,27,0,49,0,47,0,21,3,140,1502.5,41,1001.6666666666666,69,3005,9,,58,35.714285714285715,341,7,146,14.285714285714285,129,40,102,0.6215040397762586,493,10,118,1609,5,87.5,87,57.70609318996416,140,500.8333333333333,165,,74
"M. Viña","Uruguay","Palmeiras","Defender",27,410,4,578,3,498,272,530,1,504,0,491,0,289,1,140,83,541,3,414,7,401,0,414,5,362,27,504,14,500,2,496,1,506,4,453,1,393,0,27,0,49,0,47,0,21,1,259,,289,272,247,272,244,,58,0,491,,289,0,289,,491,3.614457831325301,221,3,246,83,246,50,426,51.85185185185185,283,272,348,,74
"Breno Lopes","Brazil","Palmeiras","Attacker",28,355,22,228,5,439,746,373,16,157,12,66,7,18,1,140,256,380,6,313,10,338,2,250,0,569,78,363,37,360,11,297,6,306,13,276,3,181,0,27,0,49,0,47,0,21,8,30,106.57142857142857,281,93.25,361,746,137,,58,75,35,2.2857142857142856,275,43.75,14,58.333333333333336,42,2.34375,330,6,186,256,146,54.54545454545454,385,47.43589743589743,406,248.66666666666666,378,,74
"Calebe","Brazil","Atletico-MG","Midfielder",24,608,14,386,1,573,266,535,2,453,0,491,0,289,3,38,150,470,8,274,11,326,0,414,0,569,46,452,26,424,5,426,5,340,9,340,0,515,0,27,0,49,0,47,0,21,3,140,,289,88.66666666666667,362,88.66666666666667,270,,58,0,491,,289,0,289,,491,5.333333333333334,105,2.6666666666666665,254,50,264,100,1,56.52173913043478,169,,515,,74
"Matheus Cunha","Brazil","Flamengo","Goalkeeper",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Cleiton","Brazil","Flamengo","Defender",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Wesley","Brazil","Flamengo","Defender",21,841,1,660,1,573,90,621,1,504,1,391,0,289,0,273,30,616,0,565,3,493,0,414,3,423,14,573,8,561,3,467,1,506,4,453,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,0,565,,273,,273,33.33333333333333,540,57.14285714285714,153,,515,,74
"G. Gómez","Paraguay","Palmeiras","Defender",31,232,20,269,20,173,1800,161,14,179,3,271,1,172,0,273,1091,72,4,373,22,196,14,31,33,63,160,217,98,163,3,467,1,506,14,260,4,128,0,27,0,49,0,47,0,21,1,259,1800,33,1800,21,,273,,58,21.428571428571427,450,14,37,7.142857142857142,247,33.33333333333333,124,0.36663611365719523,529,,273,,273,33.33333333333333,540,61.25000000000001,101,450,197,,74
"Bruno Rodrigues","Brazil","Sao Paulo","Attacker",27,410,1,660,0,623,2,705,0,564,0,491,0,289,0,273,1,700,0,565,0,613,0,414,0,569,2,671,2,635,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,,515,,74
"Marcos Rocha","Brazil","Palmeiras","Defender",36,74,22,228,21,153,1684,189,3,421,0,491,0,289,0,273,1054,83,26,80,61,18,7,86,24,106,167,204,98,163,18,221,10,222,17,221,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,2.4667931688804554,315,,273,,273,55.55555555555556,372,58.68263473053892,131,421,214,,74
"Mayke","Brazil","Palmeiras","Defender",32,192,12,425,7,386,653,403,2,453,0,491,0,289,0,273,333,335,9,256,7,401,3,194,15,187,44,457,17,478,7,373,4,366,4,453,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,2.7027027027027026,293,,273,,273,57.14285714285714,351,38.63636363636363,584,653,95,,74
"Raphael Veiga","Brazil","Palmeiras","Midfielder",29,318,31,76,29,51,2319,76,61,6,33,3,10,11,4,25,952,106,41,22,29,133,1,321,17,169,245,86,136,64,61,44,37,45,57,23,1,393,0,27,0,49,3,4,0,21,14,12,231.9,239,165.64285714285714,315,579.75,166,100,1,54.09836065573771,128,6.1,172,16.39344262295082,117,30.303030303030305,162,4.30672268907563,162,10.25,117,238,154,60.65573770491803,320,55.51020408163265,192,2319,5,,74
"Zé Rafael","Brazil","Palmeiras","Midfielder",31,232,26,159,19,187,1827,156,21,102,3,271,1,172,0,273,918,115,15,173,53,31,12,46,15,187,326,31,160,31,76,23,47,21,41,60,5,92,0,27,1,3,0,47,0,21,1,259,1827,32,1827,19,,273,,58,14.285714285714285,481,21,12,4.761904761904762,275,33.33333333333333,124,1.6339869281045754,385,,273,,273,61.8421052631579,307,49.079754601226995,368,365.4,260,1827,25
"Dudu","Brazil","Palmeiras","Attacker",32,192,21,251,17,216,1491,219,24,80,14,54,2,114,2,73,576,217,40,26,7,401,2,250,5,362,149,239,87,199,49,68,31,57,42,55,2,279,1,3,0,49,0,47,0,21,4,108,745.5,116,372.75,192,745.5,138,,58,58.333333333333336,97,12,56,8.333333333333332,224,14.285714285714285,264,6.944444444444445,51,20,29,288,133,63.26530612244898,290,58.38926174496645,135,497,169,1491,31
"Santos","Brazil","Atletico Paranaense","Goalkeeper",34,131,29,120,29,51,2610,49,0,564,0,491,0,289,0,273,779,157,1,500,1,560,0,414,2,466,13,577,11,527,1,541,1,506,4,453,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0.12836970474967907,562,,273,,273,100,1,84.61538461538461,25,1305,25,,74
"Rony","Brazil","Palmeiras","Attacker",29,318,25,178,19,187,1641,201,34,44,12,66,4,46,1,140,268,377,19,131,15,272,0,414,9,282,199,149,69,249,31,134,17,149,25,151,2,279,0,27,0,49,0,47,0,21,5,70,410.25,182,328.2,214,1641,49,,58,35.294117647058826,346,8.5,111,11.76470588235294,169,33.33333333333333,124,7.08955223880597,47,19,33,268,141,54.83870967741935,384,34.67336683417086,625,820.5,67,,74
"João Ricardo","Brazil","Ceara","Goalkeeper",36,74,13,410,13,268,1126,281,0,564,0,491,0,289,0,273,322,341,0,565,0,613,0,414,0,569,4,649,4,603,0,605,0,580,2,530,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,281.5,340,,74
"Caio Paulista","Brazil","Fluminense","Midfielder",26,473,27,150,24,102,1826,157,21,102,8,122,2,114,1,140,593,210,19,131,42,64,1,321,10,265,301,42,144,52,75,26,47,21,32,105,1,393,0,27,0,49,0,47,0,21,3,140,913,85,608.6666666666666,124,1826,41,,58,38.095238095238095,318,10.5,79,9.523809523809524,209,25,173,3.204047217537943,250,19,33,593,66,62.66666666666667,293,47.840531561461795,391,1826,11,,74
"J. Piquerez","Uruguay","Palmeiras","Defender",26,473,12,425,10,322,971,322,7,304,3,271,0,289,1,140,419,291,6,313,20,211,2,250,11,243,88,344,54,285,19,209,12,195,16,234,0,515,0,27,0,49,0,47,0,21,1,259,,289,971,73,971,101,,58,42.857142857142854,259,,289,0,289,0,289,1.431980906921241,413,6,186,419,102,63.1578947368421,291,61.36363636363637,100,,515,,74
"Maurício","Brazil","Internacional","Midfielder",23,686,30,98,15,242,1419,233,25,73,13,62,1,172,3,38,607,199,22,112,12,307,3,194,12,226,140,251,60,272,24,175,18,137,19,201,3,181,0,27,0,49,0,47,0,21,4,108,1419,43,354.75,203,473,191,,58,52,145,25,7,4,281,7.6923076923076925,284,3.6243822075782535,217,7.333333333333333,165,202.33333333333334,172,75,136,42.857142857142854,511,473,183,,74
"Gabriel Menino","Brazil","Palmeiras","Midfielder",24,608,18,309,11,292,1107,287,13,195,6,160,2,114,1,140,525,238,19,131,24,181,3,194,21,127,152,231,87,199,29,145,15,164,26,145,4,128,0,27,0,49,0,47,0,21,3,140,553.5,151,369,195,1107,85,,58,46.15384615384615,227,6.5,163,15.384615384615385,124,33.33333333333333,124,3.619047619047619,218,19,33,525,78,51.724137931034484,421,57.23684210526315,152,276.75,345,,74
"Lázaro","Brazil","Flamengo","Attacker",22,773,7,516,1,573,140,591,2,453,1,391,0,289,0,273,76,553,3,414,5,441,1,321,0,569,18,553,8,561,3,467,2,445,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,3.9473684210526314,189,,273,,273,66.66666666666666,213,44.44444444444444,478,,515,,74
